WB_UWBI,PROD_DAY,GOV_FIELD_NAME,GOV_WB_NAME,WELL_UWI,INJ_TYPE,WB_INJ_VOL
NO 16/2-G-2 H,2024-08-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10070.73186
NO 16/2-G-2 H,2024-08-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10057.96744
NO 16/2-G-2 H,2024-08-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10042.55094
NO 16/2-G-2 H,2024-08-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10089.78105
NO 16/2-G-2 H,2024-08-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10100.9244
NO 16/2-G-2 H,2024-08-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10066.91986
NO 16/2-G-2 H,2024-08-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10137.88212
NO 16/2-G-2 H,2024-08-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10127.71331
NO 16/2-G-2 H,2024-08-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10120.4848
NO 16/2-G-2 H,2024-08-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10096.68579
NO 16/2-G-2 H,2024-08-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10082.23818
NO 16/2-G-2 H,2024-08-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10126.74397
NO 16/2-G-2 H,2024-08-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10098.78134
NO 16/2-G-2 H,2024-08-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10142.40172
NO 16/2-G-2 H,2024-08-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10100.15664
NO 16/2-G-2 H,2024-08-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10108.93636
NO 16/2-G-2 H,2024-08-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10136.66282
NO 16/2-G-2 H,2024-08-31T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10107.46097
NO 16/2-G-2 H,2024-09-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10056.23737
NO 16/2-G-2 H,2024-09-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10046.6197
NO 16/2-G-2 H,2024-09-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10095.27422
NO 16/2-G-2 H,2024-09-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10079.27825
NO 16/2-G-2 H,2024-09-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10136.59944
NO 16/2-G-2 H,2024-09-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10257.083
NO 16/2-G-2 H,2024-09-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10254.34902
NO 16/2-G-2 H,2024-09-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10221.6134
NO 16/2-G-2 H,2024-09-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10244.24831
NO 16/2-G-2 H,2024-09-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10317.062
NO 16/2-G-2 H,2024-09-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10334.24429
NO 16/2-G-2 H,2024-09-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,6878.92208
NO 16/2-G-2 H,2024-09-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9460.86253
NO 16/2-G-2 H,2024-09-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10191.95723
NO 16/2-G-2 H,2024-09-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10186.56716
NO 16/2-G-2 H,2024-09-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10214.28698
NO 16/2-G-2 H,2024-09-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,4447.82862
NO 16/2-G-2 H,2024-09-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,3976.09551
NO 16/2-G-2 H,2024-09-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-09-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,2282.53074
NO 16/2-G-2 H,2024-09-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9528.60548
NO 16/2-G-2 H,2024-09-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9504.2876
NO 16/2-G-2 H,2024-09-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9503.12365
NO 16/2-G-2 H,2024-09-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9510.93351
NO 16/2-G-2 H,2024-09-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9498.78928
NO 16/2-G-2 H,2024-10-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9527.85122
NO 16/2-G-2 H,2024-10-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9522.77537
NO 16/2-G-2 H,2024-10-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9532.7262
NO 16/2-G-2 H,2024-10-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,3482.97387
NO 16/2-G-2 H,2024-10-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,810.8684
NO 16/2-G-2 H,2024-10-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,938.08483
NO 16/2-G-2 H,2024-10-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,633.06104
NO 16/2-G-2 H,2024-10-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,296.66801
NO 16/2-G-2 H,2024-10-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-10-31T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,0.0
NO 16/2-G-2 H,2024-11-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,3579.55995
NO 16/2-G-2 H,2024-11-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10961.01102
NO 16/2-G-2 H,2024-11-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10957.15887
NO 16/2-G-2 H,2024-11-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10930.43488
NO 16/2-G-2 H,2024-11-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10806.9066
NO 16/2-G-2 H,2024-11-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10646.49493
NO 16/2-G-2 H,2024-11-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10573.81343
NO 16/2-G-2 H,2024-11-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10590.53509
NO 16/2-G-2 H,2024-11-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10602.14946
NO 16/2-G-2 H,2024-12-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,2538.83271
NO 16/2-G-2 H,2024-12-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,11153.63554
NO 16/2-G-2 H,2024-12-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10911.82481
NO 16/2-G-2 H,2024-12-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10345.18238
NO 16/2-G-2 H,2024-12-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10713.70933
NO 16/2-G-2 H,2024-12-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10726.98802
NO 16/2-G-2 H,2024-12-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10704.42758
NO 16/2-G-2 H,2024-12-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10732.09521
NO 16/2-G-2 H,2024-12-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10792.81271
NO 16/2-G-2 H,2024-12-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10775.51736
NO 16/2-G-2 H,2024-12-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10744.79147
NO 16/2-G-2 H,2024-12-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10708.51112
NO 16/2-G-2 H,2024-12-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10696.64239
NO 16/2-G-2 H,2024-12-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9938.67346
NO 16/2-G-2 H,2024-12-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10713.69425
NO 16/2-G-2 H,2024-12-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10645.99861
NO 16/2-G-2 H,2024-12-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10546.5645
NO 16/2-G-2 H,2024-12-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10459.09798
NO 16/2-G-2 H,2024-12-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10449.95881
NO 16/2-G-2 H,2024-12-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10278.05302
NO 16/2-G-2 H,2024-12-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10199.63331
NO 16/2-G-2 H,2024-12-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10191.58137
NO 16/2-G-2 H,2024-12-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10113.08055
NO 16/2-G-2 H,2024-12-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10129.18663
NO 16/2-G-2 H,2024-12-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10135.20258
NO 16/2-G-2 H,2024-12-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10132.79465
NO 16/2-G-2 H,2024-12-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10162.1598
NO 16/2-G-2 H,2024-12-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10149.54463
NO 16/2-G-2 H,2024-12-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10184.10811
NO 16/2-G-2 H,2024-12-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10189.11561
NO 16/2-G-2 H,2024-12-31T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9957.08584
NO 16/2-G-2 H,2025-01-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9818.89421
NO 16/2-G-2 H,2025-01-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10138.78302
NO 16/2-G-2 H,2025-01-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10186.53596
NO 16/2-G-2 H,2025-01-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10078.51519
NO 16/2-G-2 H,2025-01-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10108.54691
NO 16/2-G-2 H,2025-01-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10134.82877
NO 16/2-G-2 H,2025-01-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10343.34358
NO 16/2-G-2 H,2025-01-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10561.03575
NO 16/2-G-2 H,2025-01-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10637.0847
NO 16/2-G-2 H,2025-01-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10668.44118
NO 16/2-G-2 H,2025-01-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10708.01099
NO 16/2-G-2 H,2025-01-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10714.0684
NO 16/2-G-2 H,2025-01-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10706.42098
NO 16/2-G-2 H,2025-01-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10721.01798
NO 16/2-G-2 H,2025-01-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10389.99418
NO 16/2-G-2 H,2025-01-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10168.76336
NO 16/2-G-2 H,2025-01-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10226.92765
NO 16/2-G-2 H,2025-01-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9602.81423
NO 16/2-G-2 H,2025-01-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9903.21444
NO 16/2-G-2 H,2025-01-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9887.67823
NO 16/2-G-2 H,2025-01-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9907.64562
NO 16/2-G-2 H,2025-01-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9879.69065
NO 16/2-G-2 H,2025-01-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9860.96709
NO 16/2-G-2 H,2025-01-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9910.63845
NO 16/2-G-2 H,2025-01-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9884.21086
NO 16/2-G-2 H,2025-01-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9934.53229
NO 16/2-G-2 H,2025-01-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9934.00292
NO 16/2-G-2 H,2025-01-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10010.27579
NO 16/2-G-2 H,2025-01-29T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9988.67774
NO 16/2-G-2 H,2025-01-30T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9989.91785
NO 16/2-G-2 H,2025-01-31T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10050.55663
NO 16/2-G-2 H,2025-02-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10036.53991
NO 16/2-G-2 H,2025-02-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10086.75521
NO 16/2-G-2 H,2025-02-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10075.38322
NO 16/2-G-2 H,2025-02-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,4310.39861
NO 16/2-G-2 H,2025-02-05T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9874.72291
NO 16/2-G-2 H,2025-02-06T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9845.69928
NO 16/2-G-2 H,2025-02-07T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9849.79341
NO 16/2-G-2 H,2025-02-08T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9771.25188
NO 16/2-G-2 H,2025-02-09T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9756.20855
NO 16/2-G-2 H,2025-02-10T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9713.9657
NO 16/2-G-2 H,2025-02-11T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,5378.86869
NO 16/2-G-2 H,2025-02-12T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,7855.92527
NO 16/2-G-2 H,2025-02-13T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9891.00346
NO 16/2-G-2 H,2025-02-14T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9857.31016
NO 16/2-G-2 H,2025-02-15T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9870.14116
NO 16/2-G-2 H,2025-02-16T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9937.19059
NO 16/2-G-2 H,2025-02-17T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9871.68173
NO 16/2-G-2 H,2025-02-18T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9957.14725
NO 16/2-G-2 H,2025-02-19T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9926.62508
NO 16/2-G-2 H,2025-02-20T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9874.24383
NO 16/2-G-2 H,2025-02-21T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,9849.76537
NO 16/2-G-2 H,2025-02-22T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10006.55142
NO 16/2-G-2 H,2025-02-23T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10456.97914
NO 16/2-G-2 H,2025-02-24T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10450.77567
NO 16/2-G-2 H,2025-02-25T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10474.98949
NO 16/2-G-2 H,2025-02-26T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10433.05065
NO 16/2-G-2 H,2025-02-27T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10440.19894
NO 16/2-G-2 H,2025-02-28T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10447.8113
NO 16/2-G-2 H,2025-03-01T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10402.36401
NO 16/2-G-2 H,2025-03-02T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10343.45428
NO 16/2-G-2 H,2025-03-03T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10294.7197
NO 16/2-G-2 H,2025-03-04T00:00:00,JOHAN SVERDRUP,16/2-G-2 H,NO 16/2-G-2,WI,10298.91156
